nStar,p2sProb,s2pProb,gamma,pa,angle_prolif,Branch Count,Compactness,Outer Area,Rmax,Rmean,Total Area
-1.2027865891758,0.919491166433845,-3.10194927629996,-2.05251957470924,0.464522927177735,-0.0113033339400256,0.250793650793651,0.223569671216689,0.495022097032684,0.402826445284685,0.574541713175175,0.997032884391878
-2.2035830772235,0.722468105481213,-1.17752165028479,-3.04772344940575,0.471997446639737,-3.17868118367746,0.185185185185185,0.133053281333962,0.271866349375941,0.38728795802247,0.592768545619904,0.996622684077391
-0.962143173087779,-0.0108854682514408,-0.563599061656541,-0.523752025486105,-1.00246238404377,-1.55232613630593,0.2,0.15280728144204,0.289106891360303,0.372169246750223,0.588604155704399,0.996294523825802
-1.27993276594239,-2.27457435239082,-4.35907510634957,-1.28727202895916,1.65627014238265,1.3686325869585,0.403174603174603,0.119746846240424,0.343159632849303,0.375462156909864,0.588971154719406,0.996909824297532
-0.0160320219893882,-5.98686330026764,-2.50975672411253,2.65454591978922,0.175259514715003,-1.81519333590878,0.207407407407407,0.0913285040797253,0.174008061774562,0.383250475084979,0.597399705411799,0.996048403637109
-2.56989593328494,1.32694387959193,-2.46076876314774,-0.0151635529610439,2.68224371452481,-0.454665728724978,0.257142857142857,0.0964063813654072,0.229857704822495,0.373236674529207,0.590064411132801,0.996349217201067
-0.28450752288027,-2.76689550248028,-3.17200616237577,1.73632849337026,-0.160214515257142,-1.18864533556742,0.37989417989418,0.259827798983573,0.327473167888883,0.404547419294509,0.610006569102835,0.996909824297532
-0.414520763195155,-2.26011115065914,-2.63836208424845,0.929494337041676,0.0838115006059914,-0.272917722689527,0.354497354497354,0.211582177472147,0.281433636054587,0.39638763229347,0.590741559751986,0.995897996855131
-0.265816986034954,-0.565974451240386,-1.45223216821654,-1.88756935680879,0.359277085593967,-4.46047393058006,0.167195767195767,0.0998545624669779,0.23189743091642,0.388216182344666,0.592262891890036,0.997648184863608
-0.902035147049887,-2.26517873731147,-2.79614627334143,0.527680066919027,1.47898342364533,0.683542658102898,0.286772486772487,0.132746288467915,0.283861881404497,0.385205406634598,0.589232533167913,0.997237984549121
-1.72958691877082,-0.547882098634046,-1.29237130437513,1.01796188029077,-0.0299205257664398,-1.42396301376129,0.33968253968254,0.197787420056775,0.315380506046331,0.383834364590251,0.586624337001038,0.995747590073152
-1.2008910174311,-1.40687291972648,-1.45954207669918,1.43152093430066,1.66771201255943,-1.60195397676079,0.267724867724868,0.115782745715895,0.239959205478121,0.372637307939778,0.587504381745951,0.997306351268203
-1.2141422947252,-4.61683834034279,-1.63392234276234,-1.49320447092512,3.95735847599921,1.39372553781174,0.248677248677249,0.160772428079415,0.292360740129183,0.389763427138955,0.587045371904979,0.996157790387639
-0.401437509723029,-0.171176321367748,-1.77962847462305,0.830060857573077,-1.690824024754,-1.64908012784302,0.301587301587302,0.158612148189088,0.266669904327133,0.392855388978247,0.593029779944056,0.99655431735831
-0.82030256547854,1.52140298059931,-3.68039077889696,-0.818256359240514,-0.586703491535892,-0.0138577405915943,0.437037037037037,0.352321123462693,0.660142780826575,0.452338892034073,0.589955407002616,0.997224311205305
-2.26076535762859,-2.21773446501403,-3.42052499595003,-0.687963691815198,0.166750188048378,0.614673006500138,0.419047619047619,0.244728382613943,0.396241076198339,0.424432353853778,0.593697886821399,0.997183291173857
-1.5223941692092,1.87223926675306,-2.90405223316891,-1.29068265471981,3.05397257734257,-1.16799922374138,0.284656084656085,0.102775752892076,0.295177504735078,0.381955897324383,0.592297391347506,0.996923497641348
-0.18503810462096,-2.29309015582038,-3.21178164602159,-1.05551910362259,-1.05841544533708,-6.0721528045562,0.344973544973545,0.203629327606871,0.290612403477247,0.40549220455878,0.599773171689442,0.996267177138169
-0.541383858558552,-2.18188829331213,-1.77758109261462,-0.0390126795144358,-1.23180790748552,-0.160994479611707,0.31005291005291,0.238340650394334,0.324656403282988,0.405074798426736,0.590276744556614,0.997265331236754
-1.0064349304309,-0.267178983454754,-2.54352681991081,-0.644703704922158,1.10167229953944,-0.191851083520747,0.325925925925926,0.137660888507289,0.288766937011316,0.39428838507875,0.589251296175679,0.995310043071033
-0.0275193109431176,-4.34598066892965,-2.96945849391632,-0.85647048583048,-4.72298118280743,-1.35800191871863,0.328042328042328,0.131677080469747,0.202030013112525,0.428430687902276,0.601135031653961,0.998536952211663
-0.848623764738117,0.371318915668591,-4.78182139699222,-1.7867540094963,0.431974560621093,0.0820094574894423,0.547089947089947,0.45332982751948,0.707153610800835,0.488114961226843,0.628979389294287,0.996362890544883
-0.273979054895744,-1.60192506688374,-1.67339308503561,0.541610717028063,-1.66619225648606,-0.0627230036565423,0.295238095238095,0.165098854029696,0.275994366470788,0.387270283532707,0.59113672997225,0.997880631708484
-0.386332438324208,1.33613465554944,-2.29932703317841,-0.633194973882951,-1.18362908893422,-3.94890463314579,0.24973544973545,0.163742125523763,0.296197367782041,0.410686194624971,0.592993627314301,0.997005537704246
-0.675582499358268,0.883716326307806,-5.06032290462438,-2.07860817417032,-0.261053869215602,-2.24630321942735,0.491005291005291,0.51372909864488,0.592006216308096,0.700665839378536,0.7164654203055,0.996978191016613
-1.08504967490164,-1.06399486760566,-1.1148730751593,0.53490348648614,0.417621651114268,-1.8056639583049,0.312169312169312,0.164807108421593,0.270652226700986,0.374578426975185,0.586430747010169,0.995856976823682
-1.57070172388711,0.535106929872045,-3.23480948641884,-0.819671172961081,-0.233525759615122,0.714463180927929,0.386243386243386,0.351407358729019,0.631003836627653,0.424555226290688,0.579745531849168,0.995145962945238
-2.26187482935323,-0.141809983934688,-1.03250908350315,-1.87963746498732,0.854941086255497,-2.59489127533753,0.175661375661376,0.123528335610292,0.26055072604536,0.383080287614556,0.592827957300542,0.996786764203186
-0.951237790344401,-0.851817525864473,-2.44785710945309,0.767549582472328,-0.335325297633966,-0.390395673207392,0.446560846560847,0.283521704413622,0.476713127094362,0.415362202865528,0.587600567033717,0.99727900458057
-1.03547885572209,0.462603616838349,-4.01064774056031,-1.43718151856957,0.654710885655063,0.347077953946002,0.584126984126984,0.355178045014361,0.705793793404886,0.428048512999396,0.573614606349932,0.997962671771382
-0.53960470516834,-3.53904039321343,-3.17300148811553,-0.640021157165192,-0.751048605202932,-0.0477783252582819,0.377777777777778,0.336158532678622,0.393715701034433,0.418272023487396,0.602384942101187,0.996321870513434
-0.344248204821111,-1.24870589093984,-2.4444020283043,-1.46083825188544,-1.96867846884467,-0.714265563372765,0.165079365079365,0.190769691032986,0.281142246612598,0.417268186582675,0.596648377835729,0.998263485335339
-0.503347138505479,3.34116063330946,-1.53166879594194,-0.425337782703408,-1.03554344871487,-1.50398400395009,0.304761904761905,0.165022437161523,0.297605750084989,0.382477151439111,0.589917439383013,0.996827784234635
-2.93194263219613,-1.14647744535645,-4.27872355104533,-3.22658416938526,6.36880798214751,2.58622786879313,0.22010582010582,0.051567194741456,0.168714486911758,0.357735017926449,0.591885610774927,0.997019211048062
-0.226501122433944,-3.49508036872111,-1.88326609373047,-0.752707491037043,-2.10282452360546,-0.808520318903069,0.307936507936508,0.164511236925327,0.24782672041183,0.380792608203123,0.590944192263929,0.99916592602721
-0.566250467442054,-3.3708185217847,-5.17981419710551,-1.12567679435001,-0.360926437618824,-0.827686904057446,0.246560846560847,0.344256393942349,0.464280510902822,0.548939005888899,0.680518665340733,0.996855130922267
-0.425663550683219,-2.28185181020258,-4.69551024715617,2.20520933733628,0.836205424556256,-0.697685841841515,0.31005291005291,0.288412631443444,0.338594531591472,0.475248130809307,0.631527706765967,0.99633554385725
-0.742728819675436,-0.595567341445744,-1.98082988047389,0.695483822114687,1.34671358943044,-4.32471899778219,0.288888888888889,0.161841421518908,0.259142343742412,0.400947631582996,0.590238693336105,0.997210637861489
-5.00105766385745,-0.921170240622914,-3.71096792069862,0.716338973795648,0.72628637522107,2.03334043650135,0.329100529100529,0.167486106036472,0.409353601087854,0.393297454690154,0.585352408411341,0.997142271142408
-0.579033020933643,-0.358104365656561,-1.68581658625965,-1.11542228331426,-2.01701760171673,-1.17582767701236,0.255026455026455,0.179508098467757,0.308290029624593,0.384925926782337,0.587105046191161,0.996732070827921
-3.12542123990375,3.03923541451771,-1.31644951680582,-2.528118711703,-0.339826553869074,2.13571778077919,0.335449735449735,0.112539078140989,0.26540721674518,0.382148946995299,0.591923997810316,0.996499623983045
-1.30460496622467,-0.472068418076186,-1.32713446665592,-0.781344546320711,2.21490327600768,-1.07964447311147,0.242328042328042,0.101816882958725,0.210917391093196,0.366437698544865,0.59237361877845,0.996650030765024
-0.947041454120202,-1.27656338269699,-2.17020812612191,-3.4117487925285,1.3695407382653,-3.80628035270411,0.204232804232804,0.184231540057139,0.291389441989219,0.417172320457142,0.589090731006394,0.997525124769262
-0.987868119908206,0.185965546252065,-1.99016634122509,-0.0356716327943055,0.00395325458946016,-0.692669882301318,0.398941798941799,0.189180975018297,0.347821863921131,0.382489662813213,0.584485434591388,0.997429411362549
